Level,MenuLevel1,MenuLevel2,MenuLevel3,MenuLevel4,Menu ID,MenuName,Order Sequence,Type,Sub Type,SecCode,Level1Code,Level2Code,Level3Code
4,Financial Management,Accounts Payable,Setup,Recurring Cycle,APMN3018,Recurring Cycle,605,I,M,SEC231-1,SEC467,SEC001,SEC231-1
4,Financial Management,Accounts Payable,Setup,Ship Via,APMT1960,Ship Via,607,I,M,SEC160,SEC467,SEC001,SEC160
4,Financial Management,Accounts Payable,Setup,Supplier,APMT1060,Supplier,700,I,M,SEC115,SEC467,SEC001,SEC115
4,Financial Management,Accounts Payable,Setup,Supplier Group,APMT1050,Supplier Group,710,I,M,SEC206,SEC467,SEC001,SEC206
4,Financial Management,Accounts Payable,Setup,Tax Authority,APMT1950,Tax Authority,715,I,M,SEC589,SEC467,SEC001,SEC589
4,Financial Management,Accounts Payable,Setup,Tax Box,APMN1987,Tax Box,716,I,M,SEC1103,SEC467,SEC001,SEC1103
4,Financial Management,Accounts Payable,Setup,Tax Box Report Configuration,APMT1990,Tax Box Report Configuration,717,I,M,SEC2410,SEC467,SEC001,SEC2410
4,Financial Management,Accounts Payable,Setup,Tax ID Mass Validation,APMN6220,Tax ID Mass Validation,718,I,E,SEC6220,SEC467,SEC001,SEC6220
4,Financial Management,Accounts Payable,Setup,Tax Jurisdiction,APMT4011,Tax Jurisdiction,719,I,M,SEC1010,SEC467,SEC001,SEC1010
4,Financial Management,Accounts Payable,Setup,Tax Liability,APMT1045,Tax Liability,720,I,M,SEC426,SEC467,SEC001,SEC426
4,Financial Management,Accounts Payable,Setup,Tax Report Category,APMT4009,Tax Report Category,723,I,M,SEC1006,SEC467,SEC001,SEC1006
4,Financial Management,Accounts Payable,Setup,Tax Type,APMT1035,Tax Type,725,I,M,SEC085,SEC467,SEC001,SEC085
4,Financial Management,Accounts Payable,Setup,TIN Validation Results US,APMT7050,TIN Validation Results US,727,I,M,SEC6020,SEC467,SEC001,SEC6020
4,Financial Management,Accounts Payable,Setup,TIN Validation US,APMT7040,TIN Validation US,726,I,M,SEC6010,SEC467,SEC001,SEC6010
4,Financial Management,Accounts Payable,Setup,UOM,APMT3000,UOM,730,I,M,sec961,SEC467,SEC001,sec961
4,Financial Management,Accounts Payable,Setup,UOM Class,APMT3010,UOM Class,735,I,M,SEC770,SEC467,SEC001,SEC770
2,Financial Management,Accounts Receivable,,,ARMN0000,Accounts Receivable,10,S,,SEC007,SEC467,SEC007,SEC007
3,Financial Management,Accounts Receivable,General Operations,,ARMN3000,General Operations,30,S,,SEC1119,SEC467,SEC007,SEC1119
4,Financial Management,Accounts Receivable,General Operations,Adjust Cash Receipt,ARGO3023,Adjust Cash Receipt,10,I,E,SEC1119,SEC467,SEC007,SEC1119
4,Financial Management,Accounts Receivable,General Operations,Apply Credit Memo,ARGO3003,Apply Credit Memo,20,I,E,SEC216,SEC467,SEC007,SEC216
4,Financial Management,Accounts Receivable,General Operations,AR Invoice Entry,ARGO3001,AR Invoice Entry,130,I,E,SEC214,SEC467,SEC007,SEC214
4,Financial Management,Accounts Receivable,General Operations,AR Invoice Tracker,ARGL3007,AR Invoice Tracker,490,I,T,SEC284,SEC467,SEC007,SEC284
4,Financial Management,Accounts Receivable,General Operations,AR Letter of Credit Closing Process,ARGO3110,AR Letter of Credit Closing Process,660,I,P,SEC1450,SEC467,SEC007,SEC1450
4,Financial Management,Accounts Receivable,General Operations,AR Letter of Credit Entry,ARGO3010,AR Letter of Credit Entry,140,I,E,SEC2547,SEC467,SEC007,SEC2547
4,Financial Management,Accounts Receivable,General Operations,AR Letter of Credit Tracker,ARGO3100,AR Letter of Credit Tracker,500,I,T,SEC1280,SEC467,SEC007,SEC1280
4,Financial Management,Accounts Receivable,General Operations,AR Payment Instrument,ARGO3035,AR Payment Instrument,160,I,E,SEC1041,SEC467,SEC007,SEC1041
4,Financial Management,Accounts Receivable,General Operations,AR Payment Instrument Tracker,ARGO3065,AR Payment Instrument Tracker,530,I,T,SEC1065,SEC467,SEC007,SEC1065
4,Financial Management,Accounts Receivable,General Operations,AR Posted Invoice Update,ARGO3025,AR Posted Invoice Update,210,I,E,SEC733,SEC467,SEC007,SEC733
4,Financial Management,Accounts Receivable,General Operations,AR Reconciliation Tracker,ARGO3120,AR Reconciliation Tracker,320,I,T,SEC3120,SEC467,SEC007,SEC3120
4,Financial Management,Accounts Receivable,General Operations,Balance Update,ARGO2010,Balance Update,610,I,P,SEC1097,SEC467,SEC007,SEC1097
4,Financial Management,Accounts Receivable,General Operations,Bank File Import Express,ARGO3052,Bank File Import Express,42,I,E,SEC1169,SEC467,SEC007,SEC1169
4,Financial Management,Accounts Receivable,General Operations,Bank Receipt File Import,ARGO3050,Bank Receipt File Import,40,I,E,SEC1169,SEC467,SEC007,SEC1169
4,Financial Management,Accounts Receivable,General Operations,Bank Statement Import,ARGO5172,Bank Statement Import,620,I,P,SEC5172,SEC467,SEC007,SEC5172
4,Financial Management,Accounts Receivable,General Operations,Bank Statement Processing,ARGO3047,Bank Statement Processing,50,I,E,SEC1118,SEC467,SEC007,SEC1118
4,Financial Management,Accounts Receivable,General Operations,Bulk Address Validation,ARGO3006,Bulk Address Validation,630,I,P,SEC761,SEC467,SEC007,SEC761
4,Financial Management,Accounts Receivable,General Operations,Cash Receipt Batch Maintenance,ARGO3013,Cash Receipt Batch Maintenance,80,I,E,SEC2151,SEC467,SEC007,SEC2151
4,Financial Management,Accounts Receivable,General Operations,Cash Receipt Batch Tracker,ARGO3014,Cash Receipt Batch Tracker,410,I,T,SEC6801,SEC467,SEC007,SEC6801
4,Financial Management,Accounts Receivable,General Operations,Cash Receipt Entry,ARGO3002,Cash Receipt Entry,90,I,E,SEC215,SEC467,SEC007,SEC215
4,Financial Management,Accounts Receivable,General Operations,Cash Receipt Tracker,ARGO3019,Cash Receipt Tracker,400,I,T,SEC680,SEC467,SEC007,SEC680
4,Financial Management,Accounts Receivable,General Operations,Contact Tracker,ARGO3031,Contact Tracker,440,I,T,SEC998,SEC467,SEC007,SEC998
4,Financial Management,Accounts Receivable,General Operations,Customer Credit Manager,ARGO3008,Customer Credit Manager,100,I,E,SEC309,SEC467,SEC007,SEC309
4,Financial Management,Accounts Receivable,General Operations,Customer Tracker,ARMT3006,Customer Tracker,450,I,T,SEC181,SEC467,SEC007,SEC181
4,Financial Management,Accounts Receivable,General Operations,E-invoice Status Dashboard,ARMT6100,E-invoice Status Dashboard,455,D,T,SEC6100,SEC467,SEC007,SEC6100
4,Financial Management,Accounts Receivable,General Operations,Generate Recurring AR Invoices,ARMN1230,Generate Recurring AR Invoices,640,I,P,SEC1230,SEC467,SEC007,SEC1230
4,Financial Management,Accounts Receivable,General Operations,Generate Shipment Invoices,ARGO8191,Generate Shipment Invoices,650,I,P,SEC2140,SEC467,SEC007,SEC2140
4,Financial Management,Accounts Receivable,General Operations,Import E-Invoice Status,ARGO5120,Import E-Invoice Status,701,I,P,SEC51592,SEC467,SEC007,SEC51592
4,Financial Management,Accounts Receivable,General Operations,Intrastat Details Tracker,ARGO4080,Intrastat Details Tracker,480,I,T,SEC51580,SEC467,SEC007,SEC51580
4,Financial Management,Accounts Receivable,General Operations,Intrastat Entry / Update,ARMT1019,Intrastat Entry / Update,120,I,E,SEC492,SEC467,SEC007,SEC492
4,Financial Management,Accounts Receivable,General Operations,Lockbox Processing,ARGO3009,Lockbox Processing,150,I,E,SEC2604,SEC467,SEC007,SEC2604
4,Financial Management,Accounts Receivable,General Operations,Mass Credit Information Update,ARGO8195,Mass Credit Information Update,670,I,P,SEC063,SEC467,SEC007,SEC063
4,Financial Management,Accounts Receivable,General Operations,Mass Generate E-invoice,ARGO8196,Mass Generate E-invoice,675,I,P,SEC5111,SEC467,SEC007,SEC5111
4,Financial Management,Accounts Receivable,General Operations,Netting Transaction Entry,ARGO3056,Netting Transaction Entry,155,I,E,SEC1119,SEC467,SEC007,SEC1119
4,Financial Management,Accounts Receivable,General Operations,Order Tracker,ARMT3010,Order Tracker,520,I,T,SEC103,SEC467,SEC007,SEC103
4,Financial Management,Accounts Receivable,General Operations,Payment Instrument Batch Generation,ARGO3090,Payment Instrument Batch Generation,170,I,E,SEC1442,SEC467,SEC007,SEC1442
4,Financial Management,Accounts Receivable,General Operations,Payment Instrument Status Change,ARMN3070,Payment Instrument Status Change,180,I,E,SEC1063,SEC467,SEC007,SEC1063
4,Financial Management,Accounts Receivable,General Operations,Payment Instrument Update,ARGO3060,Payment Instrument Update,190,I,E,SEC1062,SEC467,SEC007,SEC1062
4,Financial Management,Accounts Receivable,General Operations,Payment Instrument Write-off,ARMN3080,Payment Instrument Write-off,200,I,E,SEC2020,SEC467,SEC007,SEC2020
4,Financial Management,Accounts Receivable,General Operations,Person / Contact Tracker,ARGO3080,Person / Contact Tracker,540,I,T,SEC2546,SEC467,SEC007,SEC2546
4,Financial Management,Accounts Receivable,General Operations,Process Finance/Late Charges,ARGO2000,Process Finance/Late Charges,680,I,P,SEC946,SEC467,SEC007,SEC946
4,Financial Management,Accounts Receivable,General Operations,Recalculate Bank Balances,ARMN4030,Recalculate Bank Balances,690,I,P,SEC1076,SEC467,SEC007,SEC1076
4,Financial Management,Accounts Receivable,General Operations,Reminder Letters Generation,ARGO3045,Reminder Letters Generation,220,I,E,SEC213,SEC467,SEC007,SEC213
4,Financial Management,Accounts Receivable,General Operations,Reverse Cash Receipt,ARGO3012,Reverse Cash Receipt,230,I,E,SEC11110,SEC467,SEC007,SEC11110
4,Financial Management,Accounts Receivable,General Operations,RMA Processing,ARGO3015,RMA Processing,240,I,E,SEC336,SEC467,SEC007,SEC336
4,Financial Management,Accounts Receivable,General Operations,SEPA Direct Debit Collections,ARGO3085,SEPA Direct Debit Collections,550,I,T,SEC2554,SEC467,SEC007,SEC2554
4,Financial Management,Accounts Receivable,General Operations,Tax Box Report Summary Adjustment,ARGO3011,Tax Box Report Summary Adjustment,250,I,E,SEC785,SEC467,SEC007,SEC785
4,Financial Management,Accounts Receivable,General Operations,Tax Confirmation,ARGO3091,Tax Confirmation,260,I,E,SEC9500,SEC467,SEC007,SEC9500
4,Financial Management,Accounts Receivable,General Operations,Tax Connect Reconciliation,ARGO3007,Tax Connect Reconciliation,270,I,E,SEC762,SEC467,SEC007,SEC762
4,Financial Management,Accounts Receivable,General Operations,Update E-Invoice Status,ARMN4040,Update E-Invoice Status,702,I,P,SEC4040,SEC467,SEC007,SEC4040
4,Financial Management,Accounts Receivable,General Operations,Void Pre Numbered Forms,ARGO3032,Void Pre Numbered Forms,290,I,E,SEC2003,SEC467,SEC007,SEC2003
4,Financial Management,Accounts Receivable,General Operations,Write Off and Adjustment,ARGO3004,Write Off and Adjustment,310,I,E,SEC217,SEC467,SEC007,SEC217
3,Financial Management,Accounts Receivable,Reports,,ARMN4000,Reports,40,S,,SEC2400,SEC467,SEC007,SEC2400
4,Financial Management,Accounts Receivable,Reports,Advance Billing/Deposit Balance,ARRP5100,Advance Billing/Deposit Balance,100,I,R,SEC522,SEC467,SEC007,SEC522
4,Financial Management,Accounts Receivable,Reports,Aged Receivables,ARRP4001,Aged Receivables,101,I,R,SEC224,SEC467,SEC007,SEC224
4,Financial Management,Accounts Receivable,Reports,AR Invoice Balance,ARRP5130,AR Invoice Balance,103,I,R,SEC1250,SEC467,SEC007,SEC1250
4,Financial Management,Accounts Receivable,Reports,AR Reconciliation,ARRP6010,AR Reconciliation,105,I,R,SEC1096,SEC467,SEC007,SEC1096
4,Financial Management,Accounts Receivable,Reports,Commission,ARRP4003,Commission,301,I,R,SEC347,SEC467,SEC007,SEC347
4,Financial Management,Accounts Receivable,Reports,Customer Statements,ARRP4002,Customer Statements,302,I,R,SEC313,SEC467,SEC007,SEC313
4,Financial Management,Accounts Receivable,Reports,Deferred VAT,ARRP5135,Deferred VAT,400,I,R,SEC1212,SEC467,SEC007,SEC1212
4,Financial Management,Accounts Receivable,Reports,E-invoice Status Report,ARPR6100,E-invoice Status Report,502,I,R,SEC6101,SEC467,SEC007,SEC6101
4,Financial Management,Accounts Receivable,Reports,G/L Distribution,ARRP4900,G/L Distribution,600,I,R,SEC229,SEC467,SEC007,SEC229
4,Financial Management,Accounts Receivable,Reports,Intrastat Report,ARRP1910,Intrastat Report,700,I,R,SEC1910,SEC467,SEC007,SEC1910
4,Financial Management,Accounts Receivable,Reports,Invoice Discount Analysis,ARRP5120,Invoice Discount Analysis,701,I,R,SEC1100,SEC467,SEC007,SEC1100
4,Financial Management,Accounts Receivable,Reports,Letters of Credit,ARRP5140,Letters of Credit,800,I,R,SEC1270,SEC467,SEC007,SEC1270
4,Financial Management,Accounts Receivable,Reports,Mass Print AR Invoices,ARRP6600,Mass Print AR Invoices,900,I,R,SEC223,SEC467,SEC007,SEC223
4,Financial Management,Accounts Receivable,Reports,Netting Transaction,ARPR5402,Netting Transaction,920,I,R,SEC2400,SEC467,SEC007,SEC2400
4,Financial Management,Accounts Receivable,Reports,Payment Instruments Submission Proposals,ARRP5001,Payment Instruments Submission Proposals,1100,I,R,SEC2230,SEC467,SEC007,SEC2230
4,Financial Management,Accounts Receivable,Reports,Print Deposit Slips,ARRP5052,Print Deposit Slips,1101,I,R,SEC004,SEC467,SEC007,SEC004
4,Financial Management,Accounts Receivable,Reports,Sales Analysis,ARRP4010,Sales Analysis,1201,I,R,SEC287,SEC467,SEC007,SEC287
4,Financial Management,Accounts Receivable,Reports,Sales Gross Margin,ARRP4005,Sales Gross Margin,1203,I,R,SEC289,SEC467,SEC007,SEC289
4,Financial Management,Accounts Receivable,Reports,Sales List,ARRP4004,Sales List,1205,I,R,SEC515,SEC467,SEC007,SEC515
4,Financial Management,Accounts Receivable,Reports,Sales Tax,ARRP4060,Sales Tax,1206,I,R,SEC417,SEC467,SEC007,SEC417
4,Financial Management,Accounts Receivable,Reports,Shipped Not Invoiced,ARRP5010,Shipped Not Invoiced,1207,I,R,SEC617,SEC467,SEC007,SEC617
4,Financial Management,Accounts Receivable,Reports,Tax Id Validation Status,ARPR6200,Tax Id Validation Status,1210,Q,R,SEC6200,SEC467,SEC007,SEC6200
4,Financial Management,Accounts Receivable,Reports,Tax Reconciliation,ARRP1416,Tax Reconciliation,1255,I,R,SEC1416,SEC467,SEC007,SEC1416
4,Financial Management,Accounts Receivable,Reports,Unapproved Payment Instruments,ARRP5150,Unapproved Payment Instruments,1300,I,R,SEC1138,SEC467,SEC007,SEC1138
4,Financial Management,Accounts Receivable,Reports,VAT Tax,ARRP5000,VAT Tax,1500,I,R,SEC494,SEC467,SEC007,SEC494
4,Financial Management,Accounts Receivable,Reports,Withholding Tax Payment Export,ARRP5231,Withholding Tax Payment Export,1860,I,R,SEC5134,SEC467,SEC007,SEC5134
4,Financial Management,Accounts Receivable,Reports,Withholding Tax Payment Report,ARRP5230,Withholding Tax Payment Report,1850,I,R,SEC5132,SEC467,SEC007,SEC5132
3,Financial Management,Accounts Receivable,Setup,,ARMN1000,Setup,20,S,,SEC209,SEC467,SEC007,SEC209
4,Financial Management,Accounts Receivable,Setup,Aging Code Maintenance,ARMT4099,Aging Code Maintenance,12,I,E,SEC4099,SEC467,SEC007,SEC4099
4,Financial Management,Accounts Receivable,Setup,Aging Report Formats,ARMT1210,Aging Report Formats,15,I,M,SEC656,SEC467,SEC007,SEC656
4,Financial Management,Accounts Receivable,Setup,AR Open Invoice Load,ARMT1005,AR Open Invoice Load,85,I,M,SEC218,SEC467,SEC007,SEC218
4,Financial Management,Accounts Receivable,Setup,Bank Account,ARMT1020,Bank Account,20,I,M,SEC233,SEC467,SEC007,SEC233
4,Financial Management,Accounts Receivable,Setup,Bank Fee,ARMT3031,Bank Fee,23,I,M,SEC1151,SEC467,SEC007,SEC1151
4,Financial Management,Accounts Receivable,Setup,Bank Statement Parsing Parameters,ARMT1030,Bank Statement Parsing Parameters,24,I,M,SEC11181,SEC467,SEC007,SEC11181
4,Financial Management,Accounts Receivable,Setup,Bank Statement Transaction Codes,ARMT1031,Bank Statement Transaction Codes,26,I,M,SEC11182,SEC467,SEC007,SEC11182
4,Financial Management,Accounts Receivable,Setup,Bank/Branch Code,ARMT3050,Bank/Branch Code,17,I,M,SEC1038,SEC467,SEC007,SEC1038
4,Financial Management,Accounts Receivable,Setup,Business Category,ARMT1201,Business Category,27,I,M,SEC11201,SEC467,SEC007,SEC11201
4,Financial Management,Accounts Receivable,Setup,Cents Override,ARMT1120,Cents Override,29,I,M,SEC1005,SEC467,SEC007,SEC1005
4,Financial Management,Accounts Receivable,Setup,Chart of Accounts,ARMT1007,Chart of Accounts,30,I,M,SEC157,SEC467,SEC007,SEC157
4,Financial Management,Accounts Receivable,Setup,Country,ARMT1110,Country,33,I,M,SEC432,SEC467,SEC007,SEC432
4,Financial Management,Accounts Receivable,Setup,Currency Master,ARMT1200,Currency Master,35,I,M,SEC383,SEC467,SEC007,SEC383
4,Financial Management,Accounts Receivable,Setup,Custom Tax Algorithm,ARMT1140,Custom Tax Algorithm,38,I,M,SEC1009,SEC467,SEC007,SEC1009
4,Financial Management,Accounts Receivable,Setup,Customer,ARMT1010,Customer,40,I,M,SEC154,SEC467,SEC007,SEC154
4,Financial Management,Accounts Receivable,Setup,Customer Group,ARMT1008,Customer Group,50,I,M,SEC153,SEC467,SEC007,SEC153
4,Financial Management,Accounts Receivable,Setup,Electronic Interface,ARMT3080,Electronic Interface,54,I,M,SEC1101,SEC467,SEC007,SEC1101
4,Financial Management,Accounts Receivable,Setup,E-mail Template,ARMT5100,E-mail Template,53,I,M,SEC5110,SEC467,SEC007,SEC5110
4,Financial Management,Accounts Receivable,Setup,Finance/Late Charge,ARMT2050,Finance/Late Charge,56,I,M,SEC945,SEC467,SEC007,SEC945
4,Financial Management,Accounts Receivable,Setup,Fiscal Calendar,ARMT1001,Fiscal Calendar,60,I,M,SEC244,SEC467,SEC007,SEC244
4,Financial Management,Accounts Receivable,Setup,FOB,ARMT1006,FOB,63,I,M,SEC519,SEC467,SEC007,SEC519
4,Financial Management,Accounts Receivable,Setup,Global Alert,ARMT1100,Global Alert,65,I,M,SEC357,SEC467,SEC007,SEC357
4,Financial Management,Accounts Receivable,Setup,Global Table,ARMT3030,Global Table,66,I,M,SEC585,SEC467,SEC007,SEC585
4,Financial Management,Accounts Receivable,Setup,Legal Number,ARMT1050,Legal Number,69,I,M,SEC582,SEC467,SEC007,SEC582
4,Financial Management,Accounts Receivable,Setup,Legal Text,ARMT1170,Legal Text,70,I,M,SEC1018,SEC467,SEC007,SEC1018
4,Financial Management,Accounts Receivable,Setup,Lockbox Layout Entry,ARMT4006,Lockbox Layout Entry,72,I,M,SEC2605,SEC467,SEC007,SEC2605
4,Financial Management,Accounts Receivable,Setup,Memo Category,ARMT1016,Memo Category,75,I,M,SEC323,SEC467,SEC007,SEC323
4,Financial Management,Accounts Receivable,Setup,Miscellaneous Charge,ARMT1009,Miscellaneous Charge,80,I,M,SEC164,SEC467,SEC007,SEC164
4,Financial Management,Accounts Receivable,Setup,National Account Relationship,ARMT3040,National Account Relationship,73,I,M,SEC090,SEC467,SEC007,SEC090
4,Financial Management,Accounts Receivable,Setup,Payment Instrument Status,ARMT1060,Payment Instrument Status,90,I,M,SEC1060,SEC467,SEC007,SEC1060
4,Financial Management,Accounts Receivable,Setup,Payment Instrument Type,ARMT1061,Payment Instrument Type,100,I,M,SEC1061,SEC467,SEC007,SEC1061
4,Financial Management,Accounts Receivable,Setup,Payment Method,ARMN3054,Payment Method,110,I,M,SEC1102,SEC467,SEC007,SEC1102
4,Financial Management,Accounts Receivable,Setup,Person / Contact,ARMT2120,Person / Contact,120,I,M,SEC2545,SEC467,SEC007,SEC2545
4,Financial Management,Accounts Receivable,Setup,Product Group,ARMT1011,Product Group,130,I,M,SEC158,SEC467,SEC007,SEC158
4,Financial Management,Accounts Receivable,Setup,Product Tax Category,ARMT1003,Product Tax Category,133,I,M,SEC211,SEC467,SEC007,SEC211
4,Financial Management,Accounts Receivable,Setup,Reclassification Code,ARMN4006,Reclassification Code,134,I,M,SEC3454,SEC467,SEC007,SEC3454
4,Financial Management,Accounts Receivable,Setup,Recurring Cycle,ARMN3018,Recurring Cycle,135,I,M,SEC3018,SEC467,SEC007,SEC3018
4,Financial Management,Accounts Receivable,Setup,Relationship Class,ARMT3041,Relationship Class,150,I,M,SEC1088,SEC467,SEC007,SEC1088
4,Financial Management,Accounts Receivable,Setup,Reminder Group,ARMT3052,Reminder Group,140,I,M,SEC2004,SEC467,SEC007,SEC2004
4,Financial Management,Accounts Receivable,Setup,Role Code,ARMT2100,Role Code,160,I,M,SEC546,SEC467,SEC007,SEC546
